Translated,Collection
Human Rights|~|Nonviolence|~|Reconciliation--Religious aspects--Christianity|~|Pacifism|~|Peace--Religious aspects|~|Christmas,memoria-abierta
"Human Rights|~|Nonviolence|~|Pacifism|~|Indigenous peoples--Political activity|~|Church and state|~|Political violence|~|Counterrevolutionaries|~|Military assitance, American--Nicaragua|~|Political persecution",memoria-abierta
Human Rights|~|Nonviolence|~|Iran-Contra Affair|~|Political violence|~|United States--Foreign relations--Nicaragua|~|Demonstrations|~|Pacifism,memoria-abierta
"Human Rights|~|Nonviolence|~|Counterrevolutionaries|~|United States--Foreign relations--Nicaragua|~|Military assistance, American--Nicaragua|~|Indigenous peoples|~|Political violence",memoria-abierta
Human Rights|~|Nonviolence|~|Pacifism|~|Imperialism|~|Elections|~|Democracy|~|Political violence,memoria-abierta
Human Rights|~|Nonviolence|~|Non-governamental organizations|~|Pacifism|~|Peace--Religious aspects|~|Liberation Theology|~|Armed Forces|~|Conservatism|~|Hurricane damage,memoria-abierta
Human Rights|~|Nonviolence|~|Peace|~|Elections|~|Foreign interference in elections|~|United States--Foreign Relations--Latin America,memoria-abierta
"Human Rights|~|Nonviolence|~|Disappeared persons|~|Cholera|~|Socioeconomic rights|~|Neoliberalism--Economic conditions|~|Indigenous peoples--Political activity|~|Demonstrations|~|Columbus Quincentenary, 1992-1993|~|Imperialism|~|Indigenous peoples|~|Haiti--History--Coup d'état, 1991",memoria-abierta
Human Rights|~|Nonviolence|~|Neoliberalism|~|Political participation|~|Pacifism|~|Free Trade--Social aspects|~|Privatization|~|Economic development--Social aspects|~|Feminism|~|Women's rights|~|Women--Violence against|~|Cholera--Prevention|~|Public health,memoria-abierta
Human Rights|~|Nonviolence|~|Neoliberalism|~|Political persecution|~|Children's rights|~|Christianity and politics|~|Peace--Religious aspects|~|Right to Housing|~|Women's rights|~|Women--Violence against,memoria-abierta
"Human Rights|~|Nonviolence|~|Columbus Quincentenary, 1992-1993|~|Neoliberalism|~|Free Trade--Social aspects|~|College students--Political activity|~|Christianity and politics|~|Church and social problems|~|Socioeconomic rights|~|Imperialism|~|Columbus Quincentenary, 1992-1993|~|Indigenous women",memoria-abierta
"Human Rights|~|Nonviolence|~|Tsunami damage|~|Columbus Quincentenary, 1992-1993|~|Natural disasters|~|Imperialism|~|Indigenous peoples|~|Political persecution|~|Women Nobel Prize winners|~|Peace--Religious aspects|~|Pacifism|~|Neoliberalism",memoria-abierta
"Human Rights|~|Nonviolence|~|Neoliberalism|~|Church and social problems|~|Peace--Religious aspects|~|Social justice|~|Debts, External|~|Economic development--Social aspects|~|Imperialism|~|Columbus Quincentenary, 1992-1993|~|Fasting",memoria-abierta
Human Rights|~|Nonviolence|~|Women's rights|~|Women in development--Economic conditions|~|Neoliberalism|~|Pacifism,memoria-abierta
Human Rights|~|Nonviolence|~|Environmentalism|~|Human ecology|~|Sustainable development|~|Political stability--Economic conditions|~|Social work with prisoners|~|Human rights--Study and teaching|~|Women's rights|~|Social work with women|~|Peace--Study and teaching,memoria-abierta
Human Rights|~|Nonviolence|~|Peace--Study and teaching--Economic conditions|~|Women--Political activity|~|Elections|~|Social work with women|~|Indigenous peoples|~|Democracy|~|Militarism,memoria-abierta
Human Rights|~|Nonviolence|~|Pacifism|~|Human rights--Study and teaching|~|Peace--Study and teaching|~|Women's rights|~|Social work with women,memoria-abierta
Human Rights|~|Nonviolence|~|Peace--Religious aspects|~|Human rights--Study and teaching|~|Peace--Study and teaching|~|Women's rights,memoria-abierta
Human Rights|~|Nonviolence|~|Prisoners--Social conditions|~|Prisoners--Health and hygiene|~|Prisoners--Mortality|~|Prisons--Overcrowding|~|Detention of persons|~|Social work with prisoners|~|Juvenile detention|~|Women prisoners|~|Prisoners--Rehabilitation|~|Children of women prisoners,memoria-abierta
Human Rights|~|Nonviolence|~|Women--Violence against|~|Women's rights|~|Women volunteers in social services|~|Human rights--Study and teaching|~|Peace--Study and teaching|~|Social work with women|~|Elections,memoria-abierta
Human Rights|~|Nonviolence|~|Non-governmental organizations|~|Democracy|~|Indigenous peoples|~|Socioeconomic rights|~|Conscientious objection|~|Pacifism|~|Women's rights|~|Women volunteers in social service|~|Social work with women|~|Human rights--Study and teaching|~|Solidarity|~|Peace--Study and education,memoria-abierta
Human rights|~|Nonviolence|~|Peace-building|~|Elections|~|Hurricane damage|~|Peace movements,memoria-abierta
"Human rights|~|Nonviolence|~|Elections|~|United states--Foreign relations--Nicaragua|~|Military assistance, American--Nicaragua|~|Reconciliation--Political aspects|~|Counterrevolutionaries|~|Armistices",memoria-abierta
Human rights|~|Nonviolence|~|Armistices|~|Elections|~|Peace--Religious aspects,memoria-abierta
Human rights|~|Nonviolence|~|Political instability|~|Reconciliation--Political aspects|~|Peace--Religious aspects|~|Strikes and lockouts|~|Labor movement,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Social justice,memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|May Day (Labor holiday)|~|Unemployment|~|Debts, External|~|Panama--Economic conditions",memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Disappeared persons|~|Political persecution,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Nuclear weapons|~|Antinuclear movement|~|Pacifism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Pacifism|~|Political violence,memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Self-determination, National|~|Imperialism|~|Pacifism|~|Arms race",memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|May day (Labor holiday)|~|Political persecution|~|Labor movement|~|Popular education,memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Pacifism|~|Political violence|~|Military assistance, American--Nicaragua",memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Arms race|~|Pacifism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Indigenous peoples|~|Church and social problems,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Imperialism|~|United States--Foreign relations--Central America|~|Pacifism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Imperialism|~|United States--Foreign relations--Central America|~|Military spending,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|May day (Labor holiday)|~|Labor movement|~|Social movements|~|Labor laws and legislation--Panama,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Political violence|~|Pacifism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Unemployment|~|Panama--Economic conditions|~|Working class|~|Political instability|~|United States--Foreign relations--Panama|~|Imperialism|~|Political participation|~|Political violence|~|Political persecution|~|Agricultural laborers--Political activity|~|Pacifism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Panama--Economic conditions|~|Depressions|~|Unemployment|~|Socioeconomic rights|~|Agricultural laborers--Political activity|~|Agricultural laborers,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Political violence|~|State-sponsored violence|~|Church and social problems|~|Church work with Indians|~|Indigenous peoples|~|Militarism|~|Pacifism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Elections|~|Political instability|~|Christianity and politcs|~|Indigenous peoples|~|Guaymi Indians|~|Women--Panama|~|Agricultural laborers|~|Political participation,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Agricultural laborers|~|Pacifism|~|Peace building|~|Women--Panama|~|Socioeconomic rights|~|Elections|~|Women--Political activity|~|Militarism,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Political participation|~|United States--Foreign relations--Panama|~|Imperialism|~|Political instability|~|Socioeconomic rights|~|Women--Panama|~|Women--Political activity|~|Elections|~|Agricultural laborers--Political activity|~|Panama--Economic conditions,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Pacifism|~|Political instability|~|Low-income single mothers|~|Women's rights--Religious aspects--Christianity|~|Agricultural laborers|~|Pacifism|~|Women volunteers in social service|~|Social work with women,memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Political instability|~|Attempted coup|~|United States--Foreign relations--Panama|~|Imperialism|~|Military intervention|~|Non-governamental organizations|~|Panama--History|~|Labor movement|~|Women--Political activity|~|Women's rights--Religious aspects--Christianity|~|Women's rights|~|Women--Social conditions|~|Agricultural laborers--Political activity,memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Panama--History--American Invasion, 1989|~|Military intervention|~|Panama--Economic conditions|~|Economic policy|~|Neoliberalism",memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Military occupation|~|Panama--History--American Invasion, 1989|~|Military intervention|~|Women--Political activity|~|Layoff systems|~|Socioeconomic rights|~|Political violence|~|Pacifism",memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Pacifism|~|Panama--History--American Invasion, 1989|~|Military intervention|~|Neoliberalism|~|Free trade--Social aspects|~|Reconciliation--Political aspects|~|Political violence|~|Agricultural laborers--Political activity",memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Panama--History--American Invasion, 1989|~|Panama--Economic conditions|~|Structural adjustment (Economic policy)|~|Neoliberalism|~|Free trade--Social aspects|~|Pacifism|~|Socioeconomic rights|~|Central America--Economic conditions|~|Central America--Economic integration",memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Panama--Economic conditions|~|Political participation|~|Labor laws and legislation--Panama|~|Economic policy|~|Agriculture--Economic aspects|~|Costa Rica,memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Panama--History--American Invasion, 1989|~|Political violence|~|State-sponsored terrorism|~|Military occupation|~|Military occupation damages|~|United States--Foreign economic relations|~|Imperialism",memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Panama--History--American Invasion, 1989|~|Political violence|~|Political persecution|~|Panama--Economic conditions|~|Panama--Social conditions|~|Pacifism|~|Elections|~|Agricultural laborers--Political activity|~|Agriculture--Economic aspects",memoria-abierta
Human rights|~|Nonviolence|~|Socioeconomic rights|~|Political instability|~|Labor movement|~|Social movements|~|Political participation|~|State-sponsored terrorism|~|Militarization|~|Political violence|~|Agricultural laborers--Political activity,memoria-abierta
"Human rights|~|Nonviolence|~|Socioeconomic rights|~|Political instability|~|Disappeared persons|~|Political persecution|~|Panama--Social conditions|~|Justice, Administration of--Panama|~|Crimes against humanity--Latin America|~|Poverty--United States",memoria-abierta
